Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason
2025,Week 18,UPCOMING,TBD,TBD,Titans,9-Jan,0,0,Jaguars,4-Jun,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Cardinals,7-Mar,0,0,Rams,2-Aug,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Chiefs,5-May,0,0,Raiders,8-Feb,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Packers,6/3/01,0,0,Vikings,6-Apr,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Dolphins,7-Apr,0,0,Patriots,2-Sep,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Cowboys,4/5/01,0,0,Giants,9-Feb,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Commanders,8-Mar,0,0,Eagles,2-Aug,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Ravens,5-May,0,0,Steelers,4-Jun,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Seahawks,3-Jul,0,0,49ers,4-Jul,0,0,,,0
2025,Week 18,UPCOMING,TBD,TBD,Panthers,5-Jun,0,0,Buccaneers,4-Jun,0,0,,,0
